INFO  2020-08-13 15:55:00,706 [4    ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "Index", controller = "Home", area = ""}. Executing controller action with signature Microsoft.AspNetCore.Mvc.ActionResult Index() on controller OMTechStation.PropertyPublicity.Web.Controllers.HomeController (OMTechStation.PropertyPublicity.Web.Mvc).
INFO  2020-08-13 15:55:00,877 [9    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view Index.
INFO  2020-08-13 15:55:02,788 [9    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view Index executed in 1921.9322ms.
INFO  2020-08-13 15:55:02,796 [9    ] c.Infrastructure.ControllerActionInvoker - Executed action OMTechStation.PropertyPublicity.Web.Controllers.HomeController.Index (OMTechStation.PropertyPublicity.Web.Mvc) in 2089.4113ms
INFO  2020-08-13 15:55:02,796 [9    ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'OMTechStation.PropertyPublicity.Web.Controllers.HomeController.Index (OMTechStation.PropertyPublicity.Web.Mvc)'
INFO  2020-08-13 15:55:02,798 [9    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 2308.0089ms 200 text/html; charset=utf-8
INFO  2020-08-13 15:55:03,502 [14   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:62114/AbpScripts/GetScripts?v=637329308671196713  
INFO  2020-08-13 15:55:03,502 [9    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:62114/AbpServiceProxies/GetAll?v=637329308671196713  
INFO  2020-08-13 15:55:03,522 [14   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore)'
INFO  2020-08-13 15:55:03,522 [9    ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)'
INFO  2020-08-13 15:55:03,526 [14   ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "GetScripts", controller = "AbpScripts", area = ""}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.ActionResult] GetScripts(System.String, Boolean) on controller Abp.AspNetCore.Mvc.Controllers.AbpScriptsController (Abp.AspNetCore).
INFO  2020-08-13 15:55:03,526 [9    ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "GetAll", controller = "AbpServiceProxies", area = ""}. Executing controller action with signature Microsoft.AspNetCore.Mvc.ContentResult GetAll(Abp.AspNetCore.Mvc.Proxying.ApiProxyGenerationModel) on controller Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController (Abp.AspNetCore).
INFO  2020-08-13 15:55:03,533 [9    ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript
INFO  2020-08-13 15:55:03,534 [9    ] c.Infrastructure.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore) in 7.8558ms
INFO  2020-08-13 15:55:03,534 [9    ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Abp.AspNetCore.Mvc.Proxying.AbpServiceProxiesController.GetAll (Abp.AspNetCore)'
INFO  2020-08-13 15:55:03,535 [9    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 33.0349ms 200 application/x-javascript
INFO  2020-08-13 15:55:03,619 [13   ] Mvc.Infrastructure.ContentResultExecutor - Executing ContentResult with HTTP Response ContentType of application/x-javascript; charset=utf-8
INFO  2020-08-13 15:55:03,620 [13   ] c.Infrastructure.ControllerActionInvoker - Executed action Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore) in 93.7086ms
INFO  2020-08-13 15:55:03,620 [13   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'Abp.AspNetCore.Mvc.Controllers.AbpScriptsController.GetScripts (Abp.AspNetCore)'
INFO  2020-08-13 15:55:03,621 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 118.7226ms 200 application/x-javascript; charset=utf-8
INFO  2020-08-13 15:55:03,766 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 POST http://localhost:62114/signalr/negotiate text/plain;charset=UTF-8 0
INFO  2020-08-13 15:55:03,784 [13   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint '/signalr/negotiate'
INFO  2020-08-13 15:55:04,040 [13   ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint '/signalr/negotiate'
INFO  2020-08-13 15:55:04,041 [13   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 275.5325ms 200 application/json
INFO  2020-08-13 15:55:04,513 [11   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:62114/signalr?id=O3FeF-Z2Xj8JtXy0N9IU0Q  
INFO  2020-08-13 15:55:04,532 [11   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint '/signalr'
DEBUG 2020-08-13 15:55:05,395 [4    ] Abp.AspNetCore.SignalR.Hubs.AbpCommonHub - A client is connected: {"ConnectionId":"O3FeF-Z2Xj8JtXy0N9IU0Q","IpAddress":"::1","TenantId":1,"UserId":2,"ConnectTime":"2020-08-13T15:55:05.3766153+05:30","Properties":{}}
DEBUG 2020-08-13 15:55:05,462 [4    ] Abp.AspNetCore.SignalR.Hubs.AbpCommonHub - A client is registered: O3FeF-Z2Xj8JtXy0N9IU0Q
INFO  2020-08-13 15:55:15,513 [11   ] Microsoft.AspNetCore.Hosting.Diagnostics - Request starting HTTP/1.1 GET http://localhost:62114/Roles  
INFO  2020-08-13 15:55:15,532 [11   ] uthorization.DefaultAuthorizationService - Authorization was successful.
INFO  2020-08-13 15:55:15,533 [11   ] ft.AspNetCore.Routing.EndpointMiddleware - Executing endpoint 'OMTechStation.PropertyPublicity.Web.Controllers.RolesController.Index (OMTechStation.PropertyPublicity.Web.Mvc)'
INFO  2020-08-13 15:55:15,553 [11   ] c.Infrastructure.ControllerActionInvoker - Route matched with {action = "Index", controller = "Roles", area = ""}. Executing controller action with signature System.Threading.Tasks.Task`1[Microsoft.AspNetCore.Mvc.IActionResult] Index() on controller OMTechStation.PropertyPublicity.Web.Controllers.RolesController (OMTechStation.PropertyPublicity.Web.Mvc).
INFO  2020-08-13 15:55:16,002 [13   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view Index.
INFO  2020-08-13 15:55:16,239 [9    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view Index executed in 242.6118ms.
INFO  2020-08-13 15:55:16,240 [9    ] c.Infrastructure.ControllerActionInvoker - Executed action OMTechStation.PropertyPublicity.Web.Controllers.RolesController.Index (OMTechStation.PropertyPublicity.Web.Mvc) in 686.3915ms
INFO  2020-08-13 15:55:16,240 [9    ] ft.AspNetCore.Routing.EndpointMiddleware - Executed endpoint 'OMTechStation.PropertyPublicity.Web.Controllers.RolesController.Index (OMTechStation.PropertyPublicity.Web.Mvc)'
INFO  2020-08-13 15:55:16,243 [9    ] Microsoft.AspNetCore.Hosting.Diagnostics - Request finished in 730.2026ms 200 text/html; charset=utf-8
